wordID,docIDs,freqs,priorities,totalFreq
778,ug7v899j;4cvy9u28;ug7v899j;4cvy9u28;ug7v899j;4cvy9u28;ug7v899j;4cvy9u28;ug7v899j;4cvy9u28;4cvy9u28;4cvy9u28;4cvy9u28,1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2,13
777,ug7v899j;kuybfc1y;ug7v899j;kuybfc1y;ug7v899j;kuybfc1y;ug7v899j;kuybfc1y;ug7v899j;kuybfc1y,1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2,10
803,ug7v899j;ug7v899j;ug7v899j;ug7v899j;ug7v899j,1;1;1;1;1,2;2;2;2;2,5
776,ug7v899j;4cvy9u28;ug7v899j;4cvy9u28;ug7v899j;4cvy9u28;ug7v899j;4cvy9u28;ug7v899j;4cvy9u28;4cvy9u28;4cvy9u28;4cvy9u28,1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2,13
775,ug7v899j;ug7v899j;ug7v899j;ug7v899j;ug7v899j,1;1;1;1;1,2;2;2;2;2,5
774,ug7v899j;5tkvsudh;tvxpckxo;wt8zfqk0;5gsbtfag;fpj5urao;8zwsi4nk;0gmtnkbh;47ema2dq;jh9e85c0;xtg0e142;4u2re1cu;e62cfqt7;4cvy9u28;jw1lxwyd;4mnaicki;ug7v899j;5tkvsudh;tvxpckxo;wt8zfqk0;5gsbtfag;fpj5urao;8zwsi4nk;0gmtnkbh;47ema2dq;jh9e85c0;xtg0e142;4u2re1cu;e62cfqt7;4cvy9u28;jw1lxwyd;4mnaicki;ug7v899j;5tkvsudh;tvxpckxo;wt8zfqk0;5gsbtfag;fpj5urao;8zwsi4nk;0gmtnkbh;47ema2dq;jh9e85c0;xtg0e142;4u2re1cu;e62cfqt7;4cvy9u28;jw1lxwyd;4mnaicki;ug7v899j;5tkvsudh;tvxpckxo;wt8zfqk0;5gsbtfag;fpj5urao;8zwsi4nk;0gmtnkbh;47ema2dq;jh9e85c0;xtg0e142;4u2re1cu;e62cfqt7;4cvy9u28;jw1lxwyd;4mnaicki;ug7v899j;5tkvsudh;tvxpckxo;wt8zfqk0;5gsbtfag;fpj5urao;8zwsi4nk;0gmtnkbh;47ema2dq;jh9e85c0;xtg0e142;4u2re1cu;e62cfqt7;4cvy9u28;jw1lxwyd;4mnaicki;fpj5urao;4cvy9u28;fpj5urao;4cvy9u28;fpj5urao;4cvy9u28,2;1;1;3;2;2;1;1;1;2;2;1;1;1;2;1;2;1;1;3;2;2;1;1;1;2;2;1;1;1;2;1;2;1;1;3;2;2;1;1;1;2;2;1;1;1;2;1;2;1;1;3;2;2;1;1;1;2;2;1;1;1;2;1;2;1;1;3;2;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,126
772,ug7v899j;ztkjm79p;ug7v899j;ztkjm79p;ug7v899j;ztkjm79p;ug7v899j;ztkjm79p;ug7v899j;ztkjm79p,1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2,10
773,ug7v899j;8zchiykl;xqhn0vbp;3oxzzxnd;fy4w7xz8;0qaoam29;1wswi7us;1ul8owic;pwsvhitd;5gsbtfag;fpj5urao;0gmtnkbh;rrhh2alf;di0fcy0j;v95fzp8n;47ema2dq;xvi5miqw;1i36lsj2;mtmgur1u;ic4d9dhk;7vi6skvh;efrv5nvf;xtg0e142;bbvxu8op;4u2re1cu;e62cfqt7;4cvy9u28;zowp10ts;jw1lxwyd;5dk231qs;snqdma0s;1pq6dkl5;402ls2aq;754nln40;ztkjm79p;p34ezktf;ug7v899j;8zchiykl;xqhn0vbp;3oxzzxnd;fy4w7xz8;0qaoam29;1wswi7us;1ul8owic;pwsvhitd;5gsbtfag;fpj5urao;0gmtnkbh;rrhh2alf;di0fcy0j;v95fzp8n;47ema2dq;xvi5miqw;1i36lsj2;mtmgur1u;ic4d9dhk;7vi6skvh;efrv5nvf;xtg0e142;bbvxu8op;4u2re1cu;e62cfqt7;4cvy9u28;zowp10ts;jw1lxwyd;5dk231qs;snqdma0s;1pq6dkl5;402ls2aq;754nln40;ztkjm79p;p34ezktf;ug7v899j;8zchiykl;xqhn0vbp;3oxzzxnd;fy4w7xz8;0qaoam29;1wswi7us;1ul8owic;pwsvhitd;5gsbtfag;fpj5urao;0gmtnkbh;rrhh2alf;di0fcy0j;v95fzp8n;47ema2dq;xvi5miqw;1i36lsj2;mtmgur1u;ic4d9dhk;7vi6skvh;efrv5nvf;xtg0e142;bbvxu8op;4u2re1cu;e62cfqt7;4cvy9u28;zowp10ts;jw1lxwyd;5dk231qs;snqdma0s;1pq6dkl5;402ls2aq;754nln40;ztkjm79p;p34ezktf;ug7v899j;8zchiykl;xqhn0vbp;3oxzzxnd;fy4w7xz8;0qaoam29;1wswi7us;1ul8owic;pwsvhitd;5gsbtfag;fpj5urao;0gmtnkbh;rrhh2alf;di0fcy0j;v95fzp8n;47ema2dq;xvi5miqw;1i36lsj2;mtmgur1u;ic4d9dhk;7vi6skvh;efrv5nvf;xtg0e142;bbvxu8op;4u2re1cu;e62cfqt7;4cvy9u28;zowp10ts;jw1lxwyd;5dk231qs;snqdma0s;1pq6dkl5;402ls2aq;754nln40;ztkjm79p;p34ezktf;ug7v899j;8zchiykl;xqhn0vbp;3oxzzxnd;fy4w7xz8;0qaoam29;1wswi7us;1ul8owic;pwsvhitd;5gsbtfag;fpj5urao;0gmtnkbh;rrhh2alf;di0fcy0j;v95fzp8n;47ema2dq;xvi5miqw;1i36lsj2;mtmgur1u;ic4d9dhk;7vi6skvh;efrv5nvf;xtg0e142;bbvxu8op;4u2re1cu;e62cfqt7;4cvy9u28;zowp10ts;jw1lxwyd;5dk231qs;snqdma0s;1pq6dkl5;402ls2aq;754nln40;ztkjm79p;p34ezktf;4cvy9u28;4cvy9u28;4cvy9u28;4cvy9u28;4cvy9u28;4cvy9u28;4cvy9u28;4cvy9u28;4cvy9u28,10;2;2;1;4;1;1;3;1;3;5;2;2;2;6;4;1;1;7;3;2;5;3;1;1;1;3;1;2;1;2;2;4;1;2;2;10;2;2;1;4;1;1;3;1;3;5;2;2;2;6;4;1;1;7;3;2;5;3;1;1;1;3;1;2;1;2;2;4;1;2;2;10;2;2;1;4;1;1;3;1;3;5;2;2;2;6;4;1;1;7;3;2;5;3;1;1;1;3;1;2;1;2;2;4;1;2;2;10;2;2;1;4;1;1;3;1;3;5;2;2;2;6;4;1;1;7;3;2;5;3;1;1;1;3;1;2;1;2;2;4;1;2;2;10;2;2;1;4;1;1;3;1;3;5;2;2;2;6;4;1;1;7;3;2;5;3;1;1;1;3;1;2;1;2;2;4;1;2;2;1;2;3;1;2;3;1;2;3,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,488
768,ug7v899j;2sfqsfm1;xqhn0vbp;0gmtnkbh;qg0fsliy;p7um7o87;5dk231qs;ug7v899j;2sfqsfm1;xqhn0vbp;0gmtnkbh;qg0fsliy;p7um7o87;5dk231qs;ug7v899j;2sfqsfm1;xqhn0vbp;0gmtnkbh;qg0fsliy;p7um7o87;5dk231qs;ug7v899j;2sfqsfm1;xqhn0vbp;0gmtnkbh;qg0fsliy;p7um7o87;5dk231qs;ug7v899j;2sfqsfm1;xqhn0vbp;0gmtnkbh;qg0fsliy;p7um7o87;5dk231qs;p7um7o87;p7um7o87;p7um7o87,3;4;1;2;2;5;1;3;4;1;2;2;5;1;3;4;1;2;2;5;1;3;4;1;2;2;5;1;3;4;1;2;2;5;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,93
771,ug7v899j;xtg0e142;ztkjm79p;ug7v899j;xtg0e142;ztkjm79p;ug7v899j;xtg0e142;ztkjm79p;ug7v899j;xtg0e142;ztkjm79p;ug7v899j;xtg0e142;ztkjm79p,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,15
770,ug7v899j;xqhn0vbp;v95fzp8n;4cvy9u28;ug7v899j;xqhn0vbp;v95fzp8n;4cvy9u28;ug7v899j;xqhn0vbp;v95fzp8n;4cvy9u28;ug7v899j;xqhn0vbp;v95fzp8n;4cvy9u28;ug7v899j;xqhn0vbp;v95fzp8n;4cvy9u28;4cvy9u28;4cvy9u28;4cvy9u28,1;1;4;1;1;1;4;1;1;1;4;1;1;1;4;1;1;1;4;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,38
798,ug7v899j;5yhe786e;xqhn0vbp;ri5v6u4x;t35n7bk9;5gsbtfag;eiqypt0m;lwla5ugt;v95fzp8n;xvi5miqw;4k8f7ou1;gdsfkw1b;zl5lgcog;ic4d9dhk;ug7v899j;5yhe786e;xqhn0vbp;ri5v6u4x;t35n7bk9;5gsbtfag;eiqypt0m;lwla5ugt;v95fzp8n;xvi5miqw;4k8f7ou1;gdsfkw1b;zl5lgcog;ic4d9dhk;ug7v899j;5yhe786e;xqhn0vbp;ri5v6u4x;t35n7bk9;5gsbtfag;eiqypt0m;lwla5ugt;v95fzp8n;xvi5miqw;4k8f7ou1;gdsfkw1b;zl5lgcog;ic4d9dhk;ug7v899j;5yhe786e;xqhn0vbp;ri5v6u4x;t35n7bk9;5gsbtfag;eiqypt0m;lwla5ugt;v95fzp8n;xvi5miqw;4k8f7ou1;gdsfkw1b;zl5lgcog;ic4d9dhk;ug7v899j;5yhe786e;xqhn0vbp;ri5v6u4x;t35n7bk9;5gsbtfag;eiqypt0m;lwla5ugt;v95fzp8n;xvi5miqw;4k8f7ou1;gdsfkw1b;zl5lgcog;ic4d9dhk;5yhe786e;5gsbtfag;zl5lgcog;5yhe786e;5gsbtfag;zl5lgcog;5yhe786e;5gsbtfag;zl5lgcog,2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,84
769,ug7v899j;zowp10ts;ug7v899j;zowp10ts;ug7v899j;zowp10ts;ug7v899j;zowp10ts;ug7v899j;zowp10ts,1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2,10
767,ug7v899j;i0zym7iq;8zchiykl;xqhn0vbp;1ul8owic;t35n7bk9;pwsvhitd;8zwsi4nk;4k8f7ou1;mtmgur1u;gdsfkw1b;0s6ort9f;xtg0e142;e62cfqt7;1pq6dkl5;ug7v899j;i0zym7iq;8zchiykl;xqhn0vbp;1ul8owic;t35n7bk9;pwsvhitd;8zwsi4nk;4k8f7ou1;mtmgur1u;gdsfkw1b;0s6ort9f;xtg0e142;e62cfqt7;1pq6dkl5;ug7v899j;i0zym7iq;8zchiykl;xqhn0vbp;1ul8owic;t35n7bk9;pwsvhitd;8zwsi4nk;4k8f7ou1;mtmgur1u;gdsfkw1b;0s6ort9f;xtg0e142;e62cfqt7;1pq6dkl5;ug7v899j;i0zym7iq;8zchiykl;xqhn0vbp;1ul8owic;t35n7bk9;pwsvhitd;8zwsi4nk;4k8f7ou1;mtmgur1u;gdsfkw1b;0s6ort9f;xtg0e142;e62cfqt7;1pq6dkl5;ug7v899j;i0zym7iq;8zchiykl;xqhn0vbp;1ul8owic;t35n7bk9;pwsvhitd;8zwsi4nk;4k8f7ou1;mtmgur1u;gdsfkw1b;0s6ort9f;xtg0e142;e62cfqt7;1pq6dkl5,1;1;1;1;1;1;1;1;1;4;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;1;2;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,95
761,ug7v899j;02tnwd4m;2b73a28n;zjufx4fo;ymceytj3;wzj2glte;xqhn0vbp;0m32ecnu;8qnrcgnk;3oxzzxnd;jg13scgo;0qaoam29;qj4dh6rg;yy96yeu9;5o38ihe0;5tkvsudh;mcuixluu;ri5v6u4x;kuybfc1y;ng4rrdte;t35n7bk9;pwsvhitd;wt8zfqk0;5gsbtfag;fpj5urao;wutnzzhg;t20z4mtt;0gmtnkbh;rrhh2alf;v95fzp8n;52vixim5;47ema2dq;qg0fsliy;p7um7o87;xvi5miqw;1i36lsj2;4k8f7ou1;mtmgur1u;0s6ort9f;2su7oqbz;yba7mdtb;ic4d9dhk;7vi6skvh;xtg0e142;e6e5nvn9;q1y8uscj;4u2re1cu;m9rg6d3w;89xnnvuv;zowp10ts;jw1lxwyd;xiv9vxdp;5dk231qs;snqdma0s;1pq6dkl5;754nln40;ztkjm79p;0fitbwuv;ug7v899j;02tnwd4m;2b73a28n;zjufx4fo;ymceytj3;wzj2glte;xqhn0vbp;0m32ecnu;8qnrcgnk;3oxzzxnd;jg13scgo;0qaoam29;qj4dh6rg;yy96yeu9;5o38ihe0;5tkvsudh;mcuixluu;ri5v6u4x;kuybfc1y;ng4rrdte;t35n7bk9;pwsvhitd;wt8zfqk0;5gsbtfag;fpj5urao;wutnzzhg;t20z4mtt;0gmtnkbh;rrhh2alf;v95fzp8n;52vixim5;47ema2dq;qg0fsliy;p7um7o87;xvi5miqw;1i36lsj2;4k8f7ou1;mtmgur1u;0s6ort9f;2su7oqbz;yba7mdtb;ic4d9dhk;7vi6skvh;xtg0e142;e6e5nvn9;q1y8uscj;4u2re1cu;m9rg6d3w;89xnnvuv;zowp10ts;jw1lxwyd;xiv9vxdp;5dk231qs;snqdma0s;1pq6dkl5;754nln40;ztkjm79p;0fitbwuv;ug7v899j;02tnwd4m;2b73a28n;zjufx4fo;ymceytj3;wzj2glte;xqhn0vbp;0m32ecnu;8qnrcgnk;3oxzzxnd;jg13scgo;0qaoam29;qj4dh6rg;yy96yeu9;5o38ihe0;5tkvsudh;mcuixluu;ri5v6u4x;kuybfc1y;ng4rrdte;t35n7bk9;pwsvhitd;wt8zfqk0;5gsbtfag;fpj5urao;wutnzzhg;t20z4mtt;0gmtnkbh;rrhh2alf;v95fzp8n;52vixim5;47ema2dq;qg0fsliy;p7um7o87;xvi5miqw;1i36lsj2;4k8f7ou1;mtmgur1u;0s6ort9f;2su7oqbz;yba7mdtb;ic4d9dhk;7vi6skvh;xtg0e142;e6e5nvn9;q1y8uscj;4u2re1cu;m9rg6d3w;89xnnvuv;zowp10ts;jw1lxwyd;xiv9vxdp;5dk231qs;snqdma0s;1pq6dkl5;754nln40;ztkjm79p;0fitbwuv;ug7v899j;02tnwd4m;2b73a28n;zjufx4fo;ymceytj3;wzj2glte;xqhn0vbp;0m32ecnu;8qnrcgnk;3oxzzxnd;jg13scgo;0qaoam29;qj4dh6rg;yy96yeu9;5o38ihe0;5tkvsudh;mcuixluu;ri5v6u4x;kuybfc1y;ng4rrdte;t35n7bk9;pwsvhitd;wt8zfqk0;5gsbtfag;fpj5urao;wutnzzhg;t20z4mtt;0gmtnkbh;rrhh2alf;v95fzp8n;52vixim5;47ema2dq;qg0fsliy;p7um7o87;xvi5miqw;1i36lsj2;4k8f7ou1;mtmgur1u;0s6ort9f;2su7oqbz;yba7mdtb;ic4d9dhk;7vi6skvh;xtg0e142;e6e5nvn9;q1y8uscj;4u2re1cu;m9rg6d3w;89xnnvuv;zowp10ts;jw1lxwyd;xiv9vxdp;5dk231qs;snqdma0s;1pq6dkl5;754nln40;ztkjm79p;0fitbwuv;ug7v899j;02tnwd4m;2b73a28n;zjufx4fo;ymceytj3;wzj2glte;xqhn0vbp;0m32ecnu;8qnrcgnk;3oxzzxnd;jg13scgo;0qaoam29;qj4dh6rg;yy96yeu9;5o38ihe0;5tkvsudh;mcuixluu;ri5v6u4x;kuybfc1y;ng4rrdte;t35n7bk9;pwsvhitd;wt8zfqk0;5gsbtfag;fpj5urao;wutnzzhg;t20z4mtt;0gmtnkbh;rrhh2alf;v95fzp8n;52vixim5;47ema2dq;qg0fsliy;p7um7o87;xvi5miqw;1i36lsj2;4k8f7ou1;mtmgur1u;0s6ort9f;2su7oqbz;yba7mdtb;ic4d9dhk;7vi6skvh;xtg0e142;e6e5nvn9;q1y8uscj;4u2re1cu;m9rg6d3w;89xnnvuv;zowp10ts;jw1lxwyd;xiv9vxdp;5dk231qs;snqdma0s;1pq6dkl5;754nln40;ztkjm79p;0fitbwuv;zjufx4fo;jg13scgo;0gmtnkbh;rrhh2alf;0s6ort9f;m9rg6d3w;jw1lxwyd;xiv9vxdp;zjufx4fo;jg13scgo;0gmtnkbh;rrhh2alf;0s6ort9f;m9rg6d3w;jw1lxwyd;xiv9vxdp;zjufx4fo;jg13scgo;0gmtnkbh;rrhh2alf;0s6ort9f;m9rg6d3w;jw1lxwyd;xiv9vxdp,1;2;1;2;1;3;2;1;1;1;1;3;1;5;3;1;2;2;1;1;2;3;1;1;1;2;1;1;2;1;1;2;3;2;2;2;2;4;1;1;1;3;2;1;4;1;2;1;5;6;3;1;3;1;1;1;1;2;1;2;1;2;1;3;2;1;1;1;1;3;1;5;3;1;2;2;1;1;2;3;1;1;1;2;1;1;2;1;1;2;3;2;2;2;2;4;1;1;1;3;2;1;4;1;2;1;5;6;3;1;3;1;1;1;1;2;1;2;1;2;1;3;2;1;1;1;1;3;1;5;3;1;2;2;1;1;2;3;1;1;1;2;1;1;2;1;1;2;3;2;2;2;2;4;1;1;1;3;2;1;4;1;2;1;5;6;3;1;3;1;1;1;1;2;1;2;1;2;1;3;2;1;1;1;1;3;1;5;3;1;2;2;1;1;2;3;1;1;1;2;1;1;2;1;1;2;3;2;2;2;2;4;1;1;1;3;2;1;4;1;2;1;5;6;3;1;3;1;1;1;1;2;1;2;1;2;1;3;2;1;1;1;1;3;1;5;3;1;2;2;1;1;2;3;1;1;1;2;1;1;2;1;1;2;3;2;2;2;2;4;1;1;1;3;2;1;4;1;2;1;5;6;3;1;3;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,569
797,ug7v899j;9785vg6d;5yhe786e;fy4w7xz8;0qaoam29;5o38ihe0;1ul8owic;ri5v6u4x;t35n7bk9;wt8zfqk0;5gsbtfag;wutnzzhg;lwla5ugt;sgmk96vr;52vixim5;p7um7o87;3k1tiuby;xvi5miqw;4k8f7ou1;bbvxu8op;4cvy9u28;1pq6dkl5;ztkjm79p;ug7v899j;9785vg6d;5yhe786e;fy4w7xz8;0qaoam29;5o38ihe0;1ul8owic;ri5v6u4x;t35n7bk9;wt8zfqk0;5gsbtfag;wutnzzhg;lwla5ugt;sgmk96vr;52vixim5;p7um7o87;3k1tiuby;xvi5miqw;4k8f7ou1;bbvxu8op;4cvy9u28;1pq6dkl5;ztkjm79p;ug7v899j;9785vg6d;5yhe786e;fy4w7xz8;0qaoam29;5o38ihe0;1ul8owic;ri5v6u4x;t35n7bk9;wt8zfqk0;5gsbtfag;wutnzzhg;lwla5ugt;sgmk96vr;52vixim5;p7um7o87;3k1tiuby;xvi5miqw;4k8f7ou1;bbvxu8op;4cvy9u28;1pq6dkl5;ztkjm79p;ug7v899j;9785vg6d;5yhe786e;fy4w7xz8;0qaoam29;5o38ihe0;1ul8owic;ri5v6u4x;t35n7bk9;wt8zfqk0;5gsbtfag;wutnzzhg;lwla5ugt;sgmk96vr;52vixim5;p7um7o87;3k1tiuby;xvi5miqw;4k8f7ou1;bbvxu8op;4cvy9u28;1pq6dkl5;ztkjm79p;ug7v899j;9785vg6d;5yhe786e;fy4w7xz8;0qaoam29;5o38ihe0;1ul8owic;ri5v6u4x;t35n7bk9;wt8zfqk0;5gsbtfag;wutnzzhg;lwla5ugt;sgmk96vr;52vixim5;p7um7o87;3k1tiuby;xvi5miqw;4k8f7ou1;bbvxu8op;4cvy9u28;1pq6dkl5;ztkjm79p;5gsbtfag;52vixim5;4cvy9u28;5gsbtfag;52vixim5;4cvy9u28;5gsbtfag;52vixim5;4cvy9u28,3;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,139
760,ug7v899j;mtmgur1u;0s6ort9f;ug7v899j;mtmgur1u;0s6ort9f;ug7v899j;mtmgur1u;0s6ort9f;ug7v899j;mtmgur1u;0s6ort9f;ug7v899j;mtmgur1u;0s6ort9f;0s6ort9f;0s6ort9f;0s6ort9f,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,18
796,ug7v899j;fpj5urao;qg0fsliy;ug7v899j;fpj5urao;qg0fsliy;ug7v899j;fpj5urao;qg0fsliy;ug7v899j;fpj5urao;qg0fsliy;ug7v899j;fpj5urao;qg0fsliy;qg0fsliy;qg0fsliy;qg0fsliy,1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,23
759,ug7v899j;ug7v899j;ug7v899j;ug7v899j;ug7v899j,2;2;2;2;2,2;2;2;2;2,10
795,ug7v899j;fpj5urao;ug7v899j;fpj5urao;ug7v899j;fpj5urao;ug7v899j;fpj5urao;ug7v899j;fpj5urao,1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2,10
758,ug7v899j;ug7v899j;ug7v899j;ug7v899j;ug7v899j,2;2;2;2;2,2;2;2;2;2,10
794,ug7v899j;ug7v899j;ug7v899j;ug7v899j;ug7v899j,1;1;1;1;1,2;2;2;2;2,5
757,ug7v899j;ug7v899j;ug7v899j;ug7v899j;ug7v899j,2;2;2;2;2,2;2;2;2;2,10
793,ug7v899j;5gsbtfag;fpj5urao;52vixim5;mtmgur1u;mvxz7lx7;p34ezktf;ug7v899j;5gsbtfag;fpj5urao;52vixim5;mtmgur1u;mvxz7lx7;p34ezktf;ug7v899j;5gsbtfag;fpj5urao;52vixim5;mtmgur1u;mvxz7lx7;p34ezktf;ug7v899j;5gsbtfag;fpj5urao;52vixim5;mtmgur1u;mvxz7lx7;p34ezktf;ug7v899j;5gsbtfag;fpj5urao;52vixim5;mtmgur1u;mvxz7lx7;p34ezktf;5gsbtfag;mvxz7lx7;5gsbtfag;mvxz7lx7;5gsbtfag;mvxz7lx7,1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,46
792,ug7v899j;wt8zfqk0;zowp10ts;ug7v899j;wt8zfqk0;zowp10ts;ug7v899j;wt8zfqk0;zowp10ts;ug7v899j;wt8zfqk0;zowp10ts;ug7v899j;wt8zfqk0;zowp10ts,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,15
841,ug7v899j;5yhe786e;1ul8owic;jh9e85c0;ug7v899j;5yhe786e;1ul8owic;jh9e85c0;ug7v899j;5yhe786e;1ul8owic;jh9e85c0;ug7v899j;5yhe786e;1ul8owic;jh9e85c0;ug7v899j;5yhe786e;1ul8owic;jh9e85c0;5yhe786e;jh9e85c0;5yhe786e;jh9e85c0;5yhe786e;jh9e85c0,1;2;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,31
